date,  G,  F,  C,  S,  I
12/31/2019,16.3504,19.7176,47.2602,56.2759,32.7166
12/30/2019,16.3495,19.7343,47.1187,56.1012,32.7045
12/27/2019,16.347,19.7456,47.3859,56.3174,32.8107
12/26/2019,16.3462,19.7049,47.3848,56.5053,32.6105
12/24/2019,16.3445,19.6979,47.1384,56.4009,32.5897
12/23/2019,16.3437,19.6724,47.1444,56.3118,32.5462
12/20/2019,16.3412,19.6879,47.1039,56.2823,32.56
12/19/2019,16.3404,19.6919,46.87,56.0292,32.4859
12/18/2019,16.3396,19.6727,46.659,55.7565,32.461
12/17/2019,16.3387,19.7,46.6746,55.6596,32.5769
12/16/2019,16.3379,19.6923,46.6591,55.5464,32.6267
12/13/2019,16.3354,19.7477,46.3252,55.093,32.3553
12/12/2019,16.3346,19.6587,46.315,55.2256,32.1208
12/11/2019,16.3337,19.7552,45.9149,54.8604,31.8433
12/10/2019,16.3329,19.7125,45.7815,54.8405,31.7906
12/9/2019,16.3321,19.7094,45.8299,54.871,31.8433
12/6/2019,16.3296,19.6918,45.9716,55.06,31.807
12/5/2019,16.3288,19.7215,45.5533,54.5758,31.6157
12/4/2019,16.3279,19.7304,45.4724,54.5838,31.5694
12/3/2019,16.3271,19.7941,45.182,54.3165,31.4314
12/2/2019,16.3263,19.67,45.4828,54.4937,31.5845
11/29/2019,16.3248,19.7324,45.8775,55.0912,31.69
11/27/2019,16.3224,19.7318,46.0519,55.4515,31.8442
11/26/2019,16.3217,19.756,45.8553,55.1355,31.7843
11/25/2019,16.3209,19.7237,45.7535,54.9658,31.7492
11/22/2019,16.3185,19.7016,45.4074,54.1331,31.5277
11/21/2019,16.3178,19.6988,45.3083,53.9956,31.4992
11/20/2019,16.317,19.7288,45.3776,54.2556,31.5915
11/19/2019,16.3163,19.6908,45.5398,54.3257,31.7859
11/18/2019,16.3155,19.6699,45.5642,54.1176,31.8014
11/15/2019,16.3132,19.6451,45.5405,54.1439,31.7107
11/14/2019,16.3124,19.6589,45.1851,53.8048,31.4685
11/13/2019,16.3116,19.6067,45.136,53.7335,31.6263
11/12/2019,16.3109,19.5723,45.1024,53.8032,31.749
11/8/2019,16.3078,19.5404,45.1181,53.7769,31.6804
11/7/2019,16.307,19.5441,44.9951,53.5576,31.7578
11/6/2019,16.3062,19.645,44.8516,53.4088,31.7103
11/5/2019,16.3055,19.5917,44.8168,53.6388,31.6656
11/4/2019,16.3047,19.6675,44.8698,53.654,31.6741
11/1/2019,16.3024,19.7143,44.7036,53.4606,31.507
10/31/2019,16.3016,19.7428,44.2721,52.6999,31.3289
10/30/2019,16.3009,19.6386,44.4036,53.0616,31.3021
10/29/2019,16.3001,19.6032,44.256,53.0585,31.277
10/28/2019,16.2994,19.5833,44.2923,53.0199,31.1748
10/25/2019,16.297,19.6212,44.0465,52.6753,31.1385
10/24/2019,16.2963,19.6504,43.8668,52.3451,31.1015
10/23/2019,16.2955,19.6528,43.7834,52.1167,30.9496
10/22/2019,16.2948,19.6477,43.6574,52.032,30.9368
10/21/2019,16.294,19.6189,43.8126,52.2201,30.9252
10/18/2019,16.2917,19.6516,43.5124,51.8353,30.7516
10/17/2019,16.2909,19.6383,43.6824,52.0685,30.7868
10/16/2019,16.2902,19.6489,43.559,51.6516,30.6891
10/15/2019,16.2894,19.6281,43.6435,51.8487,30.6024
10/11/2019,16.2863,19.6331,43.2731,51.4863,30.372
10/10/2019,16.2855,19.7028,42.8012,50.67,29.8238
10/9/2019,16.2848,19.767,42.5271,50.4886,29.668
10/8/2019,16.284,19.812,42.1303,50.1218,29.6371
10/7/2019,16.2833,19.8018,42.7953,51.0454,29.8513
10/4/2019,16.2809,19.8393,42.9877,51.1602,29.686
10/3/2019,16.2802,19.8156,42.3852,50.6315,29.5587
10/2/2019,16.2794,19.752,42.0393,50.244,29.5998
10/1/2019,16.2787,19.721,42.8061,50.8314,30.099
9/30/2019,16.278,19.6872,43.3358,51.7028,30.2407
9/27/2019,16.2758,19.6789,43.116,51.4884,30.3411
9/26/2019,16.2751,19.6659,43.3403,51.9789,30.2732
9/25/2019,16.2744,19.6143,43.4432,52.3546,30.1812
9/24/2019,16.2736,19.7159,43.1774,51.8838,30.4329
9/23/2019,16.2729,19.6546,43.5405,52.6388,30.4047
9/20/2019,16.2708,19.606,43.5444,52.645,30.5414
9/19/2019,16.27,19.5825,43.7568,52.7894,30.5568
9/18/2019,16.2693,19.5554,43.7534,52.8848,30.4176
9/17/2019,16.2686,19.5238,43.7382,53.1156,30.4462
9/16/2019,16.2679,19.4998,43.6257,53.122,30.3706
9/13/2019,16.2657,19.4364,43.7613,52.8795,30.6469
9/12/2019,16.265,19.5415,43.7814,52.9203,30.4182
9/11/2019,16.2643,19.5931,43.6489,52.9062,30.2738
9/10/2019,16.2636,19.611,43.3332,52.1463,30.0825
9/9/2019,16.2629,19.7018,43.3179,51.8695,30.062
9/6/2019,16.2607,19.7677,43.3186,51.7009,30.0494
9/5/2019,16.26,19.7374,43.2772,51.8166,29.9116
9/4/2019,16.2593,19.8462,42.7119,51.0723,29.6495
9/3/2019,16.2586,19.8318,42.2497,50.5547,29.3312
8/30/2019,16.2557,19.7948,42.5403,51.1623,29.3958
8/29/2019,16.2538,19.7771,42.5076,51.1661,29.217
8/28/2019,16.2529,19.8146,41.9681,50.4062,29.0641
8/27/2019,16.2519,19.7906,41.6933,50.0341,29.1217
8/26/2019,16.251,19.7297,41.8277,50.53,28.9712
8/23/2019,16.2481,19.7526,41.3685,50.1017,28.9105
8/22/2019,16.2472,19.6722,42.4696,51.4369,29.1725
8/21/2019,16.2463,19.7062,42.4904,51.5026,29.2741
8/20/2019,16.2453,19.7177,42.1407,51.0747,29.1112
8/19/2019,16.2444,19.6764,42.4739,51.3932,29.1612
8/16/2019,16.2415,19.7358,41.9637,50.9286,28.8869
8/15/2019,16.2406,19.7355,41.3601,49.965,28.6559
8/14/2019,16.2397,19.6821,41.2506,50.0517,28.587
8/13/2019,16.2387,19.5982,42.4836,51.5172,29.1438
8/12/2019,16.2378,19.6418,41.8632,50.9681,29.1065
8/9/2019,16.2349,19.5487,42.3629,51.7027,29.3106
8/8/2019,16.234,19.564,42.6384,52.2634,29.4026
8/7/2019,16.233,19.5914,41.8421,51.1701,29.1043
8/6/2019,16.2321,19.5381,41.8089,51.0606,28.9621
8/5/2019,16.2312,19.5331,41.2675,50.4516,28.9686
8/2/2019,16.2283,19.4366,42.5336,52.0076,29.6484
8/1/2019,16.2274,19.4181,42.8415,52.6499,29.9303
7/31/2019,16.2264,19.2925,43.2268,53.4025,29.9259
7/30/2019,16.2255,19.2648,43.7009,53.855,30.2227
7/29/2019,16.2246,19.2739,43.8099,53.5587,30.4391
7/26/2019,16.2217,19.2472,43.8802,53.8984,30.4527
7/25/2019,16.2208,19.2485,43.5585,53.3664,30.5195
7/24/2019,16.2198,19.2715,43.7887,53.8958,30.6199
7/23/2019,16.2189,19.2439,43.5827,53.1709,30.5801
7/22/2019,16.2179,19.2672,43.2857,52.8019,30.4783
7/19/2019,16.2151,19.2532,43.1621,52.8048,30.5121
7/18/2019,16.2142,19.2595,43.4289,53.08,30.5394
7/17/2019,16.2132,19.2354,43.2693,52.9032,30.4942
7/16/2019,16.2123,19.175,43.5534,53.1533,30.5506
7/15/2019,16.2113,19.2003,43.7008,53.2473,30.6065
7/12/2019,16.2085,19.1817,43.693,53.3841,30.5562
7/11/2019,16.2075,19.1677,43.4882,52.982,30.5268
7/10/2019,16.2066,19.2199,43.389,53.0674,30.4821
7/9/2019,16.2057,19.2178,43.1935,52.9733,30.4279
7/8/2019,16.2047,19.2424,43.127,52.8064,30.5749
7/5/2019,16.2019,19.2242,43.3355,53.2476,30.7217
7/3/2019,16.2,19.3133,43.41,53.1694,30.9326
7/2/2019,16.199,19.2831,43.0696,52.7078,30.7977
7/1/2019,16.1981,19.2295,42.9418,52.8302,30.7116
6/28/2019,16.1971,19.2519,42.6144,52.5433,30.5648
6/27/2019,16.1941,19.2419,42.3687,51.9295,30.4288
6/26/2019,16.1931,19.1898,42.2009,51.1451,30.3204
6/25/2019,16.1921,19.2385,42.2532,51.2579,30.4602
6/24/2019,16.1911,19.2318,42.6585,51.6742,30.4877
6/21/2019,16.1881,19.1695,42.7321,52.194,30.3625
6/20/2019,16.1871,19.2282,42.7838,52.5812,30.4769
6/19/2019,16.1862,19.1811,42.3785,52.2771,30.1458
6/18/2019,16.1852,19.1331,42.2524,52.0455,29.8961
6/17/2019,16.1842,19.0966,41.8444,51.4774,29.6377
6/14/2019,16.1812,19.0863,41.8053,51.261,29.7038
6/13/2019,16.1802,19.0938,41.867,51.6273,29.8488
6/12/2019,16.1792,19.0568,41.6838,51.2165,29.9614
6/11/2019,16.1782,19.0457,41.7682,51.231,30.0686
6/10/2019,16.1772,19.0401,41.7809,51.3843,29.8635
6/7/2019,16.1742,19.0842,41.5869,51.0655,29.783
6/6/2019,16.1732,19.0331,41.1511,50.6946,29.4422
6/5/2019,16.1722,19.0336,40.8891,50.6448,29.4248
6/4/2019,16.1712,19.0342,40.5531,50.4744,29.3405
6/3/2019,16.1703,19.0732,39.7004,49.2064,28.963
5/31/2019,16.1669,19.0127,39.8099,49.1973,28.8507
5/30/2019,16.1658,18.9347,40.3344,49.7279,28.9851
5/29/2019,16.1647,18.9141,40.2442,49.7854,29.0128
5/28/2019,16.1636,18.8923,40.524,50.1794,29.4048
5/24/2019,16.1591,18.8391,40.8663,50.5245,29.3959
5/23/2019,16.158,18.8707,40.8045,50.2217,29.1747
5/22/2019,16.1569,18.7858,41.2926,51.132,29.4487
5/21/2019,16.1558,18.7592,41.4088,51.4876,29.5082
5/20/2019,16.1547,18.771,41.0591,50.8327,29.4425
5/17/2019,16.1513,18.7892,41.3373,51.2528,29.5404
5/16/2019,16.1502,18.779,41.5758,51.86,29.5749
5/15/2019,16.1491,18.8004,41.1975,51.4292,29.4192
5/14/2019,16.148,18.7626,40.9502,51.1996,29.268
5/13/2019,16.1469,18.7701,40.6193,50.5459,29.0545
5/10/2019,16.1436,18.7272,41.623,52.1453,29.4702
5/9/2019,16.1424,18.7199,41.4543,52.0146,29.3851
5/8/2019,16.1413,18.7061,41.5661,52.1015,29.6879
5/7/2019,16.1402,18.7341,41.6317,52.2676,29.7588
5/6/2019,16.1391,18.6961,42.3297,53.2826,30.0655
5/3/2019,16.1358,18.6694,42.5164,53.3122,30.252
5/2/2019,16.1347,18.6441,42.1061,52.4748,30.1342
5/1/2019,16.1336,18.6865,42.194,52.4054,30.3392
4/30/2019,16.1325,18.6814,42.513,52.8924,30.2693
4/29/2019,16.1314,18.6532,42.4711,53.0014,30.1829
4/26/2019,16.128,18.6816,42.4239,52.8634,30.1558
4/25/2019,16.1269,18.6476,42.2246,52.3977,30.0736
4/24/2019,16.1258,18.6542,42.2407,52.7449,30.161
4/23/2019,16.1247,18.607,42.3335,52.6952,30.2306
4/22/2019,16.1236,18.5847,41.9605,51.9646,30.1953
4/18/2019,16.1192,18.6115,41.917,52.058,30.1952
4/17/2019,16.1181,18.5825,41.8493,52.0369,30.3122
4/16/2019,16.117,18.5778,41.941,52.5383,30.2739
4/15/2019,16.1159,18.6098,41.9196,52.5078,30.2177
4/12/2019,16.1125,18.6002,41.9452,52.6328,30.0904
4/11/2019,16.1114,18.6369,41.6653,52.3529,29.99
4/10/2019,16.1103,18.6545,41.6636,52.3245,29.9954
4/9/2019,16.1092,18.6319,41.5155,51.7424,30.0101
4/8/2019,16.1081,18.6118,41.7561,52.2674,30.054
4/5/2019,16.1048,18.6228,41.7117,52.2951,30.0002
4/4/2019,16.1037,18.6053,41.5188,51.872,29.9679
4/3/2019,16.1026,18.5942,41.4234,51.8285,30.0589
4/2/2019,16.1015,18.6242,41.3338,51.5603,29.7338
4/1/2019,16.1004,18.6089,41.3319,51.6151,29.737
3/29/2019,16.0992,18.6777,40.8589,51.0083,29.4096
3/28/2019,16.0955,18.6955,40.584,50.7776,29.2442
3/27/2019,16.0943,18.7072,40.4325,50.3422,29.3937
3/26/2019,16.0931,18.6686,40.6206,50.5769,29.4015
3/25/2019,16.0919,18.6585,40.3313,50.1025,29.1728
3/22/2019,16.0882,18.616,40.3623,50.0398,29.2352
3/21/2019,16.087,18.5326,41.1396,51.6121,29.6904
3/20/2019,16.0858,18.5202,40.6933,50.9036,29.6298
3/19/2019,16.0846,18.4548,40.8118,51.2388,29.7996
3/18/2019,16.0834,18.4609,40.8156,51.4784,29.6783
3/15/2019,16.0797,18.4552,40.6644,51.1822,29.5254
3/14/2019,16.0785,18.4211,40.4607,51.0778,29.281
3/13/2019,16.0773,18.4437,40.4825,51.1751,29.1916
3/12/2019,16.0761,18.4492,40.2001,50.9246,29.073
3/11/2019,16.0749,18.4032,40.0798,50.8317,29.0374
3/8/2019,16.0712,18.4127,39.5004,50.0195,28.7214
3/7/2019,16.07,18.401,39.5806,50.1115,28.8526
3/6/2019,16.0688,18.35,39.8964,50.489,29.2467
3/5/2019,16.0676,18.3252,40.1568,51.2714,29.2395
3/4/2019,16.0664,18.3226,40.2007,51.4525,29.2958
3/1/2019,16.0627,18.2883,40.3567,51.8924,29.279
2/28/2019,16.0616,18.3244,40.0779,51.5392,29.2023
2/27/2019,16.0605,18.3367,40.1799,51.7294,29.2745
2/26/2019,16.0593,18.3851,40.1951,51.5001,29.2764
2/25/2019,16.0582,18.3542,40.227,51.792,29.229
2/22/2019,16.0547,18.3623,40.1717,51.7574,29.1096
2/21/2019,16.0536,18.3258,39.9147,51.2724,29.0733
2/20/2019,16.0525,18.3624,40.053,51.4811,29.1064
2/19/2019,16.0514,18.3688,39.9739,51.3814,28.9196
2/15/2019,16.0467,18.343,39.9115,51.2702,28.856
2/14/2019,16.0456,18.3441,39.4787,50.6457,28.4633
2/13/2019,16.0445,18.3078,39.5699,50.6216,28.5225
2/12/2019,16.0434,18.3259,39.448,50.4809,28.3576
2/11/2019,16.0423,18.3396,38.9431,49.8777,28.091
2/8/2019,16.0388,18.361,38.915,49.5913,28.0681
2/7/2019,16.0377,18.3426,38.8759,49.5303,28.3441
2/6/2019,16.0366,18.3074,39.2374,49.8592,28.676
2/5/2019,16.0354,18.3047,39.3208,49.9517,28.7218
2/4/2019,16.0343,18.271,39.1365,49.7821,28.4318
2/1/2019,16.0308,18.2912,38.8727,49.3245,28.46
1/31/2019,16.0297,18.3361,38.8329,49.0959,28.4759
1/30/2019,16.0285,18.2639,38.4938,48.6695,28.4448
1/29/2019,16.0273,18.2407,37.9001,48.1085,28.15
1/28/2019,16.0261,18.2073,37.9545,48.1956,28.0657
1/25/2019,16.0225,18.195,38.2549,48.3991,28.1953
1/24/2019,16.0213,18.222,37.9309,47.7512,27.9131
1/23/2019,16.0201,18.1779,37.8783,47.4112,27.8808
1/22/2019,16.0189,18.1906,37.7951,47.5084,27.9154
1/18/2019,16.0141,18.1417,38.3365,48.2715,28.0609
1/17/2019,16.0129,18.1567,37.8365,47.7229,27.8525
1/16/2019,16.0117,18.1608,37.5476,47.3145,27.7327
1/15/2019,16.0105,18.1667,37.4633,46.9927,27.75
1/14/2019,16.0093,18.1661,37.0654,46.5818,27.6554
1/11/2019,16.0057,18.1767,37.2572,46.9537,27.763
1/10/2019,16.0045,18.1457,37.2626,46.8996,27.7763
1/9/2019,16.0033,18.1562,37.095,46.6288,27.7435
1/8/2019,16.0021,18.1561,36.932,46.2188,27.388
1/7/2019,16.0009,18.1788,36.5768,45.5472,27.2332
1/4/2019,15.9973,18.1837,36.322,44.7812,27.1899
1/3/2019,15.9961,18.2683,35.1161,43.2176,26.4053
1/2/2019,15.9949,18.1687,35.9983,43.9762,26.5338
12/31/2018,15.9923,18.1428,35.9523,43.9772,26.7131
12/28/2018,15.9883,18.0996,35.6451,43.5706,26.5981
12/27/2018,15.987,18.092,35.6841,43.4253,26.383
12/26/2018,15.9858,18.0516,35.3777,43.2447,26.4747
12/24/2018,15.9831,18.0948,33.7031,41.1846,25.9428
12/21/2018,15.9792,18.0617,34.64,42.0954,26.1209
12/20/2018,15.9779,18.0692,35.3709,43.1034,26.5899
12/19/2018,15.9766,18.1009,35.9343,43.8667,26.6855
12/18/2018,15.9753,18.0558,36.4921,44.6304,26.8828
12/17/2018,15.974,18.0118,36.4891,44.6417,26.9104
12/14/2018,15.97,17.9803,37.2605,45.7689,27.1931
12/13/2018,15.9687,17.9587,37.98,46.4201,27.5148
12/12/2018,15.9675,17.9553,37.9814,46.9803,27.5401
12/11/2018,15.9662,17.9621,37.7767,46.5736,26.9972
12/10/2018,15.9649,17.9719,37.7884,46.7047,26.8776
12/7/2018,15.9609,17.9693,37.7211,46.8598,27.2818
12/6/2018,15.9596,17.9361,38.6145,47.9063,27.43
12/4/2018,15.957,17.9068,38.6621,47.8809,27.8563
12/3/2018,15.9557,17.8495,39.9528,49.7921,28.4719
11/30/2018,15.9516,17.8157,39.5201,49.2448,28.0669
11/29/2018,15.9502,17.8061,39.1932,48.9038,28.2264
11/28/2018,15.9488,17.8049,39.2691,48.9854,28.3107
11/27/2018,15.9475,17.7907,38.3852,47.8285,27.9137
11/26/2018,15.9461,17.7846,38.2593,48.2464,27.9882
11/23/2018,15.942,17.7914,37.6695,47.5422,27.7991
11/21/2018,15.9393,17.7849,37.9163,47.5543,27.8563
11/20/2018,15.9379,17.7867,37.7981,46.9444,27.4913
11/19/2018,15.9366,17.7961,38.495,47.7017,28.1066
11/16/2018,15.9324,17.7855,39.1453,48.7503,28.1038
11/15/2018,15.9311,17.7353,39.0553,48.6634,28.0151
11/14/2018,15.9297,17.7461,38.6328,48.0119,28.1043
11/13/2018,15.9284,17.7315,38.9182,48.3912,28.1805
11/9/2018,15.9228,17.7018,39.7571,49.3684,28.51
11/8/2018,15.9215,17.671,40.1197,50.0977,28.6161
11/7/2018,15.9201,17.6898,40.1997,50.346,28.8574
11/6/2018,15.9188,17.6755,39.3644,49.5006,28.413
11/5/2018,15.9174,17.6743,39.1163,49.2768,28.335
11/2/2018,15.9133,17.6563,38.8973,49.2857,28.4445
11/1/2018,15.9119,17.7208,39.141,49.3406,28.2759
10/31/2018,15.9106,17.7065,38.7315,48.3193,28.1036
10/30/2018,15.9093,17.7468,38.3142,47.8419,27.6943
10/29/2018,15.908,17.776,37.7198,46.9647,27.6408
10/26/2018,15.9041,17.7866,37.9689,47.2736,27.5237
10/25/2018,15.9028,17.7432,38.6369,47.8724,27.6236
10/24/2018,15.9015,17.7499,37.9322,46.946,27.4532
10/23/2018,15.9002,17.7202,39.1401,48.6996,28.0084
10/22/2018,15.8989,17.6977,39.3543,49.0666,28.4943
10/19/2018,15.8949,17.6907,39.5231,49.2314,28.6293
10/18/2018,15.8936,17.7214,39.5368,49.7303,28.4405
10/17/2018,15.8923,17.7263,40.1108,50.5918,28.8879
10/16/2018,15.891,17.7453,40.1194,50.7762,29.0727
10/15/2018,15.8897,17.7347,39.2726,49.5,28.6065
10/12/2018,15.8858,17.756,39.5055,49.3781,28.6484
10/11/2018,15.8845,17.7659,38.9504,49.0615,28.6566
10/10/2018,15.8831,17.6849,39.765,49.9553,28.9171
10/9/2018,15.8818,17.706,41.118,51.5147,29.449
10/5/2018,15.8766,17.6786,41.1805,51.996,29.8166
10/4/2018,15.8753,17.711,41.4073,52.4504,30.0404
10/3/2018,15.874,17.7524,41.7382,53.198,30.2779
10/2/2018,15.8727,17.8507,41.7095,52.8709,30.3343
10/1/2018,15.8714,17.8293,41.7249,53.2613,30.477
9/28/2018,15.8701,17.8463,41.5741,53.7265,30.5282
9/27/2018,15.8663,17.8417,41.5726,53.6021,30.7179
9/26/2018,15.8651,17.8298,41.4503,53.5626,30.8773
9/25/2018,15.8638,17.7884,41.5873,54.0035,30.8257
9/24/2018,15.8626,17.8096,41.6386,53.8963,30.704
9/21/2018,15.8588,17.8145,41.7852,54.1135,30.7891
9/20/2018,15.8576,17.8004,41.8001,54.2931,30.5858
9/19/2018,15.8563,17.7823,41.473,53.8511,30.3135
9/18/2018,15.8551,17.8132,41.421,54.0816,30.1453
9/17/2018,15.8538,17.8318,41.1982,53.8446,29.9917
9/14/2018,15.85,17.8612,41.4281,54.4453,29.9218
9/13/2018,15.8488,17.8872,41.4106,54.2412,29.7803
9/12/2018,15.8476,17.8796,41.1821,54.1608,29.6548
9/11/2018,15.8463,17.8576,41.1672,54.1753,29.4973
9/10/2018,15.8451,17.8934,41.011,54.0793,29.4997
9/7/2018,15.8413,17.88,40.9334,53.8814,29.3978
9/6/2018,15.84,17.9414,41.0207,53.9815,29.5352
9/5/2018,15.8388,17.9114,41.1589,54.2771,29.6657
9/4/2018,15.8375,17.9104,41.2743,54.5736,29.8877
8/31/2018,15.8323,17.9585,41.3388,54.6885,30.2527
8/30/2018,15.831,17.9527,41.329,54.4971,30.4696
8/29/2018,15.8297,17.9355,41.5062,54.6705,30.5904
8/28/2018,15.8284,17.9351,41.2674,54.4718,30.5589
8/27/2018,15.8271,17.9658,41.2559,54.429,30.4652
8/24/2018,15.8232,17.9796,40.9372,54.2007,30.1682
8/23/2018,15.8219,17.9834,40.6845,53.8577,30.0166
8/22/2018,15.8206,17.9793,40.7508,54.0282,30.1795
8/21/2018,15.8193,17.9647,40.7658,53.92,30.0112
8/20/2018,15.818,17.9828,40.6804,53.4345,29.8642
8/17/2018,15.814,17.9316,40.5804,53.2397,29.7028
8/16/2018,15.8127,17.9284,40.4429,53.0359,29.621
8/15/2018,15.8114,17.9368,40.1131,52.6002,29.4272
8/14/2018,15.8101,17.8996,40.4127,53.213,29.8113
8/13/2018,15.8088,17.9119,40.1529,52.753,29.7673
8/10/2018,15.8049,17.933,40.3137,53.0714,30.0307
8/9/2018,15.8036,17.8719,40.5901,53.236,30.5912
8/8/2018,15.8023,17.8445,40.638,53.1487,30.6201
8/7/2018,15.801,17.8431,40.6477,53.2469,30.6251
8/6/2018,15.7997,17.8756,40.5326,53.0496,30.3706
8/3/2018,15.7958,17.857,40.3858,52.707,30.4749
8/2/2018,15.7945,17.8208,40.1942,52.8277,30.3942
8/1/2018,15.7932,17.8051,39.9926,52.2739,30.7484
7/31/2018,15.7919,17.8396,40.0345,52.2986,30.8418
7/30/2018,15.7907,17.8222,39.8385,51.7852,30.9227
7/27/2018,15.7869,17.8306,40.0656,52.2244,30.9216
7/26/2018,15.7857,17.8153,40.3308,53.0231,30.7799
7/25/2018,15.7844,17.8427,40.4527,52.7838,30.8196
7/24/2018,15.7832,17.8267,40.0879,52.5175,30.696
7/23/2018,15.782,17.7997,39.8955,53.0466,30.4451
7/20/2018,15.7782,17.8609,39.8219,53.0544,30.5126
7/19/2018,15.777,17.9041,39.8582,53.2388,30.294
7/18/2018,15.7757,17.876,40.0122,53.0958,30.3985
7/17/2018,15.7745,17.8826,39.9261,52.9268,30.3207
7/16/2018,15.7732,17.8868,39.7672,52.6166,30.3167
7/13/2018,15.7695,17.9092,39.8064,52.8964,30.3215
7/12/2018,15.7682,17.8824,39.7633,52.9504,30.2207
7/11/2018,15.767,17.8829,39.4144,52.6746,30.1494
7/10/2018,15.7658,17.8566,39.6963,53.0269,30.5015
7/9/2018,15.7645,17.8622,39.5581,53.1447,30.4984
7/6/2018,15.7608,17.8765,39.2008,52.7248,30.2747
7/5/2018,15.7595,17.856,38.8683,52.2354,30.0407
7/3/2018,15.757,17.8484,38.5267,51.7475,29.9149
7/2/2018,15.7558,17.818,38.7183,51.6915,29.6655
6/29/2018,15.7533,17.833,38.5985,51.4551,30.1039
6/28/2018,15.7508,17.8268,38.5667,51.4459,29.8007
6/27/2018,15.7496,17.8436,38.3251,51.1927,29.7966
6/26/2018,15.7483,17.792,38.6577,51.949,29.9886
6/25/2018,15.7471,17.7911,38.5727,51.7122,30.0091
6/22/2018,15.7433,17.7715,39.1093,52.6066,30.4219
6/21/2018,15.7421,17.7758,39.0355,52.617,30.1673
6/20/2018,15.7409,17.7615,39.2813,53.1594,30.2728
6/19/2018,15.7396,17.7906,39.2141,52.8009,30.1319
6/18/2018,15.7384,17.7677,39.3708,52.9184,30.465
6/15/2018,15.7347,17.7729,39.4539,52.7134,30.7089
6/14/2018,15.7334,17.7542,39.4902,52.7364,30.9411
6/13/2018,15.7322,17.7192,39.3806,52.5039,31.0023
6/12/2018,15.731,17.7377,39.5382,52.7362,31.0014
6/11/2018,15.7297,17.7321,39.4679,52.503,31.0643
6/8/2018,15.726,17.7498,39.4255,52.4443,30.8585
6/7/2018,15.7247,17.7547,39.3013,52.2468,31.0213
6/6/2018,15.7235,17.7164,39.3221,52.4134,30.9151
6/5/2018,15.7223,17.769,38.9871,51.9788,30.7
6/4/2018,15.7211,17.7566,38.957,51.7388,30.8365
6/1/2018,15.7173,17.7888,38.7825,51.4498,30.5647
5/31/2018,15.7161,17.8509,38.3628,51.0146,30.4708
5/30/2018,15.7148,17.8356,38.6202,51.4114,30.6027
5/29/2018,15.7136,17.9055,38.1292,50.7229,30.2199
5/25/2018,15.7086,17.7578,38.5733,50.8938,30.867
5/24/2018,15.7074,17.7165,38.6602,50.9437,30.9956
5/23/2018,15.7062,17.6884,38.7371,50.9277,31.0873
5/22/2018,15.7049,17.6317,38.6111,50.8467,31.462
5/21/2018,15.7037,17.6304,38.7317,51.1959,31.3716
5/18/2018,15.7,17.6258,38.4466,50.8392,31.3382
5/17/2018,15.6988,17.5877,38.5448,50.8205,31.3693
5/16/2018,15.6975,17.6017,38.5669,50.6393,31.2256
5/15/2018,15.6963,17.6124,38.4002,50.2731,31.3282
5/14/2018,15.6951,17.6967,38.6632,50.3697,31.596
5/11/2018,15.6914,17.7071,38.6274,50.5021,31.482
5/10/2018,15.6901,17.6967,38.5477,50.4602,31.2238
5/9/2018,15.6889,17.6642,38.1815,50.2063,31.1213
5/8/2018,15.6877,17.6903,37.8111,49.8717,31.037
5/7/2018,15.6865,17.7094,37.8206,49.6966,31.0866
5/4/2018,15.6827,17.7074,37.6897,49.2815,30.977
5/3/2018,15.6815,17.704,37.2065,48.6542,30.8985
5/2/2018,15.6803,17.6892,37.2857,48.8042,30.9751
5/1/2018,15.6791,17.6814,37.5569,48.8219,30.9218
4/30/2018,15.6779,17.7217,37.4614,48.6545,31.1348
4/27/2018,15.6743,17.7045,37.7695,49.0424,31.1124
4/26/2018,15.6731,17.6676,37.726,49.1379,31.003
4/25/2018,15.672,17.6364,37.336,48.8583,30.9015
4/24/2018,15.6708,17.6732,37.2672,48.9538,31.1449
4/23/2018,15.6696,17.6863,37.7717,49.3498,31.0943
4/20/2018,15.6661,17.7034,37.7696,49.4048,31.1788
4/19/2018,15.6649,17.739,38.0929,49.6932,31.3788
4/18/2018,15.6637,17.7866,38.3076,49.9708,31.3825
4/17/2018,15.6625,17.8363,38.2758,49.8085,31.1634
4/16/2018,15.6614,17.8188,37.8723,49.2748,31.0542
4/13/2018,15.6578,17.8133,37.5665,48.8373,31.0168
4/12/2018,15.6566,17.811,37.6746,49.0637,30.9364
4/11/2018,15.6555,17.8481,37.3616,48.7766,30.9893
4/10/2018,15.6543,17.8362,37.5676,48.7709,31.0307
4/9/2018,15.6531,17.8435,36.949,47.9042,30.7291
4/6/2018,15.6495,17.8433,36.8149,47.9143,30.5627
4/5/2018,15.6484,17.7927,37.6391,48.8388,30.553
4/4/2018,15.6472,17.8193,37.3776,48.4759,30.364
4/3/2018,15.646,17.8206,36.9471,47.9386,30.2094
4/2/2018,15.6449,17.8615,36.4846,47.3793,30.1386
3/29/2018,15.6424,17.8516,37.3192,48.5193,30.5214
3/28/2018,15.6387,17.8135,36.8107,47.9322,30.3424
3/27/2018,15.6374,17.8039,36.9123,47.9942,30.1152
3/26/2018,15.6362,17.7524,37.561,48.9068,30.3064
3/23/2018,15.6325,17.7582,36.569,47.8589,29.8172
